HF_FNCLTY_MTRAL_RCOGN_NO,PRMS_DT,BSSH_NM,INDUTY_NM,ADDR,APLC_RAWMTRL_NM,FNCLTY_CN,DAY_INTK_CN,IFTKN_ATNT_MATR_CN
2024-36,20241220,(주)리즈바이오텍,건강기능식품벤처제조업,대전광역시 유성구,산딸기·왕느릅나무·치자추출복합물,"위를 보호하여 위 건강에 도움, *인체시험결과:위장관증상척도 설문지(KGSRS) 중 역류 증상+복통 증상의 중증도 및 빈도 점수, 증상 중증도 및 빈도 총점수, 소화불량 증상 중증도 및 빈도 점수, 설사 증상 중증도 점수, 변비 증상 중증도 점수의 유의성을 확인하여 본 인체적용시험을 통해 산딸기추출물 등 혼합물 4주 섭취가 위장관 증상 개선에 대한 유효성을 확인하였다. 또한 본 연구가 진행되는 동안 임상적으로 의미 있는 이상반응이나 신체변화가 관찰되지 않아서 산딸기추출물 등 혼합물 섭취가 인체에 안전하다고 판단하였다.",1800mg/day  ( 900mg 산딸기 + 600mg 치자 + 300mg 유백피 추출물 ),"산딸기-식품공전 상 산딸기는 주원료로 사용 가능한 동식물류로 분류되어 있어 섭취량 제한이 없는 원료이며, 현재 산딸기를 원재료로 한 다양한 제품이 시판되고 있다.동의보감에 따르면 산딸기를 일일 10g-20g/하루 3-4번 차 등으로 섭취)을 섭취한다고 보고하였고, 중약대사전에는 5g-8g/하루 3번을 복용한다고 되어 있어 이는 신청원료 중 원물의 일일 섭취량보다 월등히 높은 섭취량이다  유백피-식품공전 상 유백피는 주원료로 사용 가능한 동식물류로 분류되어 있어 섭취량 제한이 없는 원료이며, 현재 유백피를 원재료로 한 다양한 제품이 시판되고 있다.○ 동의보감에 따르면 유백피를 일일 30g 을 차 등으로 섭취)을 섭취한다고 보고하였고, 중약대사전에는 10g-30g 을 복용한다고 되어 있어 이는 신청원료 중 원물의 일일 섭취량 4.75보다 월등히 높은 섭취량이다.  치자-식품공전 상 치자는 “열매”가 식품에 제한적으로 사용 가능한 동식물류로 분류되어 있으며, 식품공전에 기재된 식품원료이며, 원료 배합시 전체 원료의 50% 미만을 사용하여야 한다로 규정되어있다. 섭취량 제한이 없는 원료이며, 현재 치자를 원재료로 한 다양한 제품이 시판되고 있다.동의보감에 따르면 치자를 일일 20-30g 을 차 등으로 섭취)을 섭취한다고 보고하였고, 중약대사전에는 14g-21g 을 복용한다고 되어 있어 이는 신청원료 중 원물의 일일 섭취량 11.3보다 월등히 높은 섭취량이다."
2025-2,20250210,주식회사 노바웰스,수입식품등 수입ㆍ판매업,충청북도 청주시 청원구,장미꽃잎추출물(NOVAROSE®),"자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음, 피부 보습에 도움을 줄 수 있음",장미꽃잎추출물(NOVAROSE®)로써 300 mg/일,"영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것, 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것, 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것"
2024-29,20241120,주영엔에스(주),수입식품등 수입ㆍ판매업,서울특별시 송파구,저분자유청펩타이드,근력향상에 도움을 줄 수 있음,신청원료로서 10g/day,"○ 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의할 것○ 우유 및 유제품에 대하여 알레르기를 나타내는 사람은 섭취에 주의할 것○ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것"
2024-37,20241220,(주)바이오포트코리아,건강기능식품벤처제조업,부산광역시 기장군,털부처꽃추출물,,,
2025-19,20250512,(주)네이처스원,수입식품등 수입ㆍ판매업,서울특별시 송파구,사탕수수왁스알코올(폴리코사놀),혈중 콜레스테롤 수치 개선에 도움을 줄 수 있음,,
2024-30,20241120,주식회사 노바렉스,건강기능식품전문제조업,충청북도 청주시 흥덕구,아쉬아간다추출물(Sensoril®),,,
2024-31,20241120,(주)신우코퍼레이션,수입식품등 수입ㆍ판매업,경기도 안양시 동안구,Lactiplantibacillus plantarum PBS067 등 프로바이오틱스 복합물(PBS),,,
2024-38,20241220,(주)비전바이오켐,수입식품등 수입ㆍ판매업,서울특별시 송파구,유산균발효대두분말,위 점막 보호를 통해 위 불편감 개선에 도움을 줌,1000mg/일,"영유아, 어린이, 임산부, 알레르기 체질 주의"
2024-39,20241220,코스맥스엔비티(주),건강기능식품전문제조업,경기도 이천시,유산균발효대두분말,,,
2024-32,20241120,코스맥스바이오(주),건강기능식품전문제조업,충청북도 제천시,보스웰리아추출물,,,
2024-40,20241220,(주)휴온스엔,건강기능식품전문제조업,강원특별자치도 춘천시,황칠나무잎·줄기추출물,인지기능개선에 도움을 줄 수 있음,신청원료로서 600 mg/일,제출자료에 첨부
2024-33,20241120,(주)비티진,건강기능식품전문제조업,대전광역시 유성구,홍삼추출효소처리분말,혈압조절에 도움을 줄 수 있음,Rg3강화효소홍삼추출분말로서 400mg/일,"당뇨치료제 및 혈액항응고제 복용시 섭취에 주의, 알레르기체질 등은 개인에 따라 과민반응을 나타낼 수 있음, 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것"
2025-4,20250210,맥널티바이오(주),건강기능식품전문제조업,충청북도 증평군,블랙커민추출물(FJ),체지방 감소에 도울을 줄 수 있음,신청원료로서 900 mg/day,"1. 영유아, 어린이, 임산부 및 수유부는 섭취에 주의하시기 바랍니다. 2. 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의하시기 바랍니다. 3. 이상사례 발생시 섭취를 중단하고 전문가와 상담하시기 바랍니다. 4. 공복에 복용하면 위장 장애를 일으킬 수 있으니 식후 섭취하시기 바랍니다. 5. 수술 전·후에는 섭취에 주의하시기 바랍니다."
2025-5,20250210,주식회사 리스큐어바이오,수입식품등 수입ㆍ판매업,경기도 성남시 분당구,Latilactobacillus curvatus LB-P9 프로바이오틱스,,,
2025-6,20250210,주식회사 녹십자웰빙,수입식품등 수입ㆍ판매업,서울특별시 성동구,Latilactobacillus curvatus LB-P9 프로바이오틱스,,,
2025-7,20250210,(주)화인비에스,,서울특별시 성동구,마리골드꽃추출물(지아잔틴함유),,,
2026-17,20260518,주식회사 유한건강생활,수입식품등 수입ㆍ판매업,서울특별시 강서구,찔레나무뿌리추출물(RosaFlora®),,,
2026-19,20260518,(주)종근당바이오,건강기능식품전문제조업,경기도 안산시 단원구,프로바이오틱스(Lactiplantibacillus plantarum Q180)·미세조류(Phaeodactylum tricornutum) 복합물(CKDB-,,,
2026-21,20260703,(주)휴온스엔,건강기능식품전문제조업,강원특별자치도 춘천시,하고초추출분말,,,
2025-8,20250226,(주)성우바이오팜,수입식품등 수입ㆍ판매업,서울특별시 구로구,마키베리추출물,건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음.,마키베리추출물(MaquiBright®)로서 60 mg/일,"1. 영·유아, 어린이, 임산부 및 수유부는 섭취 시 주의바랍니다. 2. 특정질환(알레르기 체질 등)이 있는 분은 섭취 시 주의바랍니다. 3. 이상사례 발생 시 섭취를 중단하고 전문가와 상담하십시오."
2025-9,20250326,(주)마이크로알지에스크어스,수입식품등 수입ㆍ판매업,강원특별자치도 강릉시,티아이소크라이시스루테아분말,눈 건강에 도움,900mg/일,"영·유아, 어린이, 임산부 및 수유부는 섭취에 주의할 것, 특정질환(알레르기 체질 등),이 있는 분은 섭취에 주의할 것, 이상 사례 발생시 섭취 중단 후 전문가와 상담할 것"
2025-11,20250326,(주)그린스토어,수입식품등 수입ㆍ판매업,,밀배유추출물,피부보습에 도움을 줄 수 있음,30 mg,"① 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것   ② 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것   ③ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것"
2025-13,20250326,(주)메디바이오랩,건강기능식품벤처제조업,서울특별시 구로구,프로폴리스망고스틴껍질복합물,,,
2025-12,20250326,주식회사뉴트라코어,건강기능식품전문제조업,전북특별자치도 임실군,헛개나무과병·오미자박추출복합물,,,
2025-14,20250326,주식회사 프롬바이오 익산공장,건강기능식품전문제조업,전북특별자치도 익산시,보스웰리아추출물(FJH-BS),,,
2025-15,20250326,주식회사 엔비피헬스케어,건강기능식품벤처제조업,경기도 수원시 장안구,L. mucosae NK41과 B. longum NK46의 프로바이오틱스 복합물(NVP-2106),,,
2025-16,20250326,주식회사 큐롬바이오사이언스,수입식품등 수입ㆍ판매업,경기도 수원시 영통구,단삼주정추출분말(SAGX),,,
2025-18,20250328,(주) 엔에스쇼핑,수입식품등 수입ㆍ판매업,경기도 성남시 분당구,헛개나무과병·오미자박추출복합물,,,
2025-20,20250512,한국오츠카제약(주),수입식품등 수입ㆍ판매업,경기도 화성시 만세구,대두배아유산균발효물(SE5-OH),,,
2026-22,20260703,주식회사 헥토헬스케어,수입식품등 수입ㆍ판매업,서울특별시 강남구,Lacticaseibacillus paracasei BEPC22와 Lactiplantibacillus plantarum BELP53의 프로바이오틱스 복합,,,
2025-21,20250512,유니바이오,수입식품등 수입ㆍ판매업,부산광역시 동구,상추추출물,,,
2025-23,20250512,주식회사 제이앤제이바이오헬스케어 전남센터,수입식품등 수입ㆍ판매업,전남광주통합특별시 장흥군,덖음귤피추출분말(JRC),,,
2025-24,20250512,(주)알피바이오,수입식품등 수입ㆍ판매업,서울특별시 강남구,덖음귤피추출분말(JRC),,,
2025-25,20250512,주식회사 비티씨 오송공장,수입식품등 수입ㆍ판매업,충청북도 청주시 흥덕구,모로오렌지추출분말(Morosil®),,,
2025-26,20250512,주식회사 뉴트라잇,건강기능식품벤처제조업,서울특별시 강동구,라임과피추출물,,,
2025-28,20250625,(주)한풍네이처팜,건강기능식품전문제조업,전북특별자치도 완주군,녹각효소분해추출물HP(NP-2007),,,
2025-29,20250625,대한켐텍 주식회사,수입식품등 수입ㆍ판매업,경기도 과천시,저분자돈태반펩타이드,,,
2026-26,20260827,피비엘바이오랩 주식회사,수입식품등 수입ㆍ판매업,서울특별시 종로구,Lactiplantibacillus plantarum NK151과 Bifidobacterium bifidum NK175의 프로바이오틱스 복합물(LB101,,,
2025-30,20250625,(주)서흥헬스케어,건강기능식품전문제조업,충청북도 청주시 청원구,오미자박추출물,,,
2025-31,20250625,주식회사 지큐바이오,수입식품등 수입ㆍ판매업,경기도 성남시 분당구,오미자박추출물,,,
2025-32,20250625,주식회사 메디톡스,수입식품등 수입ㆍ판매업,서울특별시 강남구,Lactiplantibacillus plantarum LMT1-48 프로바이오틱스,,,
2025-33,20250625,(주)에스앤디,건강기능식품전문제조업,충청북도 청주시 흥덕구,감국감태추출복합물,,,
2025-34,20250625,(주)빅썸바이오,수입식품등 수입ㆍ판매업,경기도 군포시,복분자추출물(RE-20),,,
2025-35,20250625,에이지바이오테라퓨틱스 주식회사,수입식품등 수입ㆍ판매업,서울특별시 강남구,루테인지아잔틴추출복합물,,,
2025-36,20250625,닥터블릿헬스케어 주식회사,수입식품등 수입ㆍ판매업,서울특별시 강남구,파비플로라생강뿌리추출물,,,
2025-37,20250625,주식회사 쓰리에이치랩스,수입식품등 수입ㆍ판매업,경기도 고양시 일산서구,병풀추출분말,,,
2025-52,20251016,주식회사 데이젠,건강기능식품벤처제조업,서울특별시 서초구,지초추출분말,,,
2025-53,20251016,(주)알피바이오,수입식품등 수입ㆍ판매업,서울특별시 강남구,강황추출물,,,
2025-38,20250728,(주)알피바이오,수입식품등 수입ㆍ판매업,서울특별시 강남구,해바라기종자추출물,,,
2025-39,20250728,대한켐텍 주식회사,수입식품등 수입ㆍ판매업,경기도 과천시,살라시아레티큘라타추출물,,,
2025-40,20250728,(주)에이치엘사이언스,건강기능식품전문제조업,충청북도 충주시,인디안구스베리·새싹보리추출복합물(IB Complex),,,
2025-41,20250728,(주)펜즈,건강기능식품벤처제조업,서울특별시 영등포구,한삼덩굴추출분말(HSy2),,,
2025-44,20250904,주식회사 뉴온,수입식품등 수입ㆍ판매업,서울특별시 강남구,백출양춘사추출복합물,,,
2025-42,20250904,(주)네이처텍,건강기능식품전문제조업,충청북도 진천군,연어코연골추출물,,,
2025-47,20250904,동아제약(주),수입식품등 수입ㆍ판매업,서울특별시 동대문구,Akkermansia muciniphila EB-AMDK19 열처리배양건조물,,,
2025-43,20250904,주식회사 씨에이치랩스,수입식품등 수입ㆍ판매업,서울특별시 영등포구,Lacticaseibacillus paracasei subsp. paracasei 327(K-1) 열처리배양건조물,,,
2026-25,20260827,주식회사 한미양행,건강기능식품전문제조업,경기도 파주시,고소애가수분해물,,,
2025-45,20250904,(주)에치와이,수입식품등 수입ㆍ판매업,서울특별시 서초구,녹용유산균발효분말,,,
2025-48,20250904,(주)미래생명자원,수입식품등 수입ㆍ판매업,강원특별자치도 강릉시,테트라셀미스추이건조분말,,,
2025-50,20250904,(주) 뉴트리,수입식품등 수입ㆍ판매업,서울특별시 송파구,홀리바질추출물,,,
2025-55,20251016,주식회사 리스큐어바이오,수입식품등 수입ㆍ판매업,경기도 성남시 분당구,Latilactobacillus sakei LB-P12 프로바이오틱스,,,
2025-59,20251117,(주)옥천당,수입식품등 수입ㆍ판매업,대구광역시 동구,보리수나무열매추출물(Elaea),,,
2025-57,20251117,주식회사 위랩,건강기능식품벤처제조업,서울특별시 성동구,서목태추출물,,,
2025-3,20250210,주식회사 아리비앤씨,수입식품등 수입ㆍ판매업,경기도 용인시 기흥구,블랙커민추출물(FJ),체지방감소에 도움을 줄 수있음,신청원료로서 900 mg/day,"1. 영유아, 어린이, 임산부 및 수유부는 섭취에 주의하시기 바랍니다. 2. 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의하시기 바랍니다. 3. 이상사례 발생시 섭취를 중단하고 전문가와 상담하시기 바랍니다. 4. 공복에 복용하면 위장 장애를 일으킬 수 있으니 식후 섭취하시기 바랍니다. 5. 수술 전·후에는 섭취에 주의하시기 바랍니다."
2025-65,20251224,주식회사 현대바이오랜드 안산,건강기능식품전문제조업,경기도 안산시 단원구,사프란추출물(AffronⓇ),스트레스로 인한 긴장 완화에 도움을 줄 수 있음,28 mg/일,
2025-51,20251016,(주)뉴트리원,수입식품등 수입ㆍ판매업,서울특별시 송파구,강황추출물,,,
2025-66,20251224,(주) 뉴트리,수입식품등 수입ㆍ판매업,서울특별시 송파구,미배아발효분말,,,
2025-60,20251117,대상웰라이프(주),수입식품등 수입ㆍ판매업,서울특별시 종로구,어린도두꼬투리추출물,,,
2025-61,20251117,고려대학교 세종산학협력단,개인(기타),세종특별자치시,어린도두꼬투리추출물,,,
2025-67,20251224,콜마비앤에이치(주),건강기능식품전문제조업,세종특별자치시,아쉬아간다추출물(KSM-66®),,,
2026-1,20260206,(주)비케이바이오,건강기능식품전문제조업,제주특별자치도 제주시,Lactococcus lactis subsp. lactis CAB701 프로바이오틱스,,,
2025-68,20251224,코스맥스바이오(주),건강기능식품전문제조업,충청북도 제천시,라임카카오추출복합물,,,
